ID,Nombre,Goles
4736,Edison Luciano González Ribeiro,0
5741,Martín Germán Gianoli Abellán,0
5742,Juan Camilo Sánchez,0
5739,Leonardo Exequiel Sequeira,7
5745,Martín Soria,2
5746,Leonardo Cardozo,0
5744,Martín Federico Coirolo Otero,0
5749,Matheus Barcelos da Silva,4
5750,Gerónimo Gómez,0
5751,Leandro Umpiérrez,3
5757,A. Vignart,0
5754,Julio García (a prueba),0
5758,A. Tejeiro,0
5756,S. Galvente,0
5752,Kevin Morgan,0
5762,Tomás Olase Curuchét,0
5765,Facundo Agustín Batista Ochoa,10
5759,A. Román,0
5753,Raúl Arias,2
5755,Percy Davidson Chater,1
5761,Robinson,0
5760,Edward Maitland Moor,2
5764,José M. Villarreal,0
5763,Germán Barbas Díaz,0
6765,Bartolomé Bolívar,0
6766,Jaime Báez Stábile,7
6767,R. Nogués,0
6768,Édison Latallada,0
6773,Juan Alberto Miramontes,0
6776,A. Hunt,1
6769,Adrian Marcos Fernández,0
6775,Rodrigo Pérez Casada,1
6770,Felipe Nicolás Avenatti Dovillabichus,1
6772,Diego Martín Méndez Correa,0
6771,Damián Nicolás Suárez Suárez,0
6779,Richard Nugent,0
6780,Raúl Fiorelli,1
6781,Álan Damián Medina Silva,2
7781,Juan José Peláez,0
7780,Ulises Borges,1
7787,James Marchbanks,0
7782,Javier Ponce,0
7785,William Jones,1
7788,Fitzhardinge Woodford Brooker,0
7790,Ernest Decurnex,0
7789,Henry Frederick Bonner,2
7791,J. Rouse,0
7792,Barker,0
7797,H. Gamon,0
7794,J. Clark,0
7798,David Ramsay,1
7793,Thomas William Thomas,0
7796,Gillespie,0
7795,Andrews Clark,0
7799,Warren,0
7800,Luckly,0
7802,Anderson,0
7801,G. Swiden,0
7803,Hooper,0
7804,Rubén Soria,0
8805,Diego Gonzalo García Cardozo,4
8808,Gastón Aléxis Silva Perdomo,0
8807,Juan José Fernández,0
8809,Martín Nicolás Campaña Delgado,0
8810,Alexander Nicolás Machado Aycaguer,2
8815,Héctor Daniel Villalba,4
8814,Lorenzo Couture Arraga,0
8812,Dilan Flores,0
8813,Kevin Rodríguez,0
8811,Agustín Rodrigo Rodríguez Piendibene,0
8822,Guzmán Verdias,0
8821,Walter Fernando Ibáñez Costa,0
8819,Vicente Darío Olivera da Rosa,0
8825,Freddy Gómez,0
8823,Ignacio Andrés Yepez Guzmán,0
8816,Eric Daian Remedi,2
8820,Hugo Castro,0
8824,Mauricio Tort Garrido,0
8817,Amaral Díaz,0
8827,Heber Saravia,0
8828,Ernesto Calistro,0
8834,Mateo Ureta Ferreira,0
8829,Juan Guardado,0
8831,Carlos Borges,0
8830,Hugo Álvarez,0
8826,José Borreani,0
8832,Facundo Álvez González,0
8833,Aclides Agustín González,0
8835,Marco Andrés Oroná López,0
8836,Deivid Stiven Muhlethaler Méndez,0
8841,Pablo Nogués,0
8840,Facundo Tealde Sassano,0
8842,Jonathan Soria,0
8838,Lucas Ibarra,0
8837,Estevan Andrés Pereyra Parama,0
8839,Brandon Emiliano Álvarez Da Luz,0
8843,Stéfano José Perdomo Pereyra,0
8844,Libis Andrés Arenas Murillo,0
8845,Fernando Leguizamón,0
8846,Juan Martín Rodríguez Camejo,0
8854,Gerardo Salgueiro,0
8848,Gonzalo Fernández,0
8853,Heber Machín,0
8850,José Luis Montañes,0
8847,Pablo David Trecco (a prueba),0
8849,Nicolás Pastorini,0
8851,Eduardo Segovia,0
8852,Gustavo Severo,0
8856,Abdulrasheed Mohammed Aliyu,0
8855,Olayinka Michael Kolawole,0
8860,M. Adam,0
8864,Costes,0
8863,Dembridge,0
8867,Beresford,0
8869,Offley Scoones,0
8868,Harold Percy Wright,0
8862,Carlos Sturzenegger,0
8858,Luis García,0
8866,Angus Duncan Dunbar,1
8859,Paddy,0
8870,W. Mac Cubbin,0
8873,Adam Hogge,0
8861,Ernest Osborne Crocker,0
8872,John Adam,0
8871,Juan Devohirst Hogge,0
8865,Arturo Davie,0
8875,M. González,0
8882,Polvorini (a prueba),0
8876,M. Ríos,0
8874,Gooms,0
8881,A. Silva,0
8879,Francisco Fones,0
8877,Luis Lamothe,0
8878,E. Robira,0
8885,Etcheverry,0
8884,A. Vergara,1
8883,Ricchi,0
8886,Other,0
8880,Barreta,0
8889,A. Levratto,0
8887,Contreras,0
8893,Somma,0
8890,Enrique Chiessa,0
8891,Ernesto Arioni,0
8896,Tottersan,0
8895,Anzuberro,0
8894,Carreras,0
8892,Arago,0
8888,Icasuriaga,0
8899,Viera,0
8902,Pastor Echinoppe,1
8897,Saavedra,0
8898,José Luna,0
8903,Miguel Benincasa,0
8905,Fredda,0
8904,Maggio,0
8900,Guellini,2
8906,Jerques,0
8901,Carazzans,0
8910,Flores,0
8913,Pedro Zingone,0
8917,Aizpur,0
8908,Boggiano,0
8916,Orizzia,0
8907,Felipe Mauri,0
8912,Villani,0
9892,Miguel Leva,0
9894,Nelson Castelucci,1
9897,Reisch,0
9900,Juan Santillán,0
9901,Godoy,0
9890,Domingo Barenchi,0
9895,Figueroa,1
9891,Josef Koreim,0
9893,Luis Brandón,0
9898,Brunereau,0
9899,Aster,0
9896,Luis Alberto Deagustini,0
9902,Juan Risso,0
9907,Apaulazza,0
9909,Morelli,0
9903,Mito,0
9906,Gerónimo Enciso,0
9910,Teodoro Pedroza,2
9911,Marquesano,0
9905,Ondino Victor Viera Freitas,0
9912,Olivera,0
9904,Carracedo,0
9915,Osvaldinho,0
9916,Smith,0
9913,Mario Luis Cozzolino Prisco,0
9908,Pucciarelli,0
9918,Francisco Ochiussi,0
9921,Anzueta,0
9917,De los Santos,0
9919,Luis Laxalde,0
9920,Luis Balparda,0
10922,Germinal Armelini,0
10927,Didier Borges,0
10928,Kristian Burgos,0
10926,Francisco Migales,0
10931,Chukwemeka Amakor,0
10933,Piendibene Cardozo,0
10923,Negreira,0
10934,Víctor Gallo,0
10924,J. Funes,0
10925,José Otegui,0
10929,Raúl Lema,0
10930,Tomás Bentancor,0
10932,Raúl Delle Ducca,2
10937,Andrés Acuña,0
10939,Jorge Armúa,0
10938,J. Lazcano,0
10942,Luis Fierro,1
10941,Luis Laidlaw,0
10935,Eduardo Freire,0
10940,José Gambetta,0
10943,José Lujambio,0
10946,Jorge Milatos,0
10951,Luis Lozada,0
10950,Pedro Bonomi,1
10949,Albérico Cuevas,0
10948,Rubén Maio,0
10952,Adolfo Mengler,0
10953,Pedro Pittamiglio,0
10944,N. Moreno,0
10945,Jorge La Paz,0
10947,Elías Bettega,0
10954,Walter Ballesteros,0
10957,Carlos Acevedo,0
10960,José Rodríguez,0
10958,Juan Martínez,0
10959,Rodolfo Olivera,0
10964,Fermín Héctor Albarracín,0
10955,Julio Fernández,0
10967,Walter Surraco,0
10970,Juan González Longeau,1
10969,Wenceslao Majewski,0
10971,Goncálvez,0
10962,Nelson Belén,0
10956,Carlos Romero,0
10963,Roland Moor,0
10968,Iris Cardozo,0
10966,Romualdo Pessina,0
10965,Manuel Gómez,1
10973,Rubí Mombelli,0
10974,Tulio De los Santos,0
10975,Roberto Santoro,0
10976,Fernando Varela,0
10978,Schenone,1
10972,Julio González Montemurro,0
10982,Hugo Daniel Quevedo Falcón,0
10979,Elbio Perdomo,3
10981,C. Rizzo,0
10980,A. Longo,0
10983,Juan Burgos,0
10984,Juan Geremías,0
10985,Gustavo Villasantes,0
10988,Raúl Álvarez,0
10987,Orlando Gutiérrez,0
10986,Paulo Mariani,0
10989,Hugo Melgarejo,0
10994,José Luis Pini,0
10996,Horacio Raúl Baldessari Guntero,0
10990,Jorge Filomeno,0
10993,Milton Pintos,0
10995,Fernando Menini,1
10991,Emanuel Gularte Méndez,1
10992,Víctor Rovella,0
11997,Washington Julio Rodríguez,1
11999,Fernando Arduino,1
11998,Ruben Sánchez,1
12002,Jorge Sánchez,0
12005,Raúl Álvarez,0
11996,Luis Catáneo,0
12001,Ricardo Davies,0
12000,Rijar Domínguez,0
12003,Eduardo Flores,0
12004,Ramón Núñez,0
12010,Ruben Bertín,0
12011,Juan José Mattera,1
12013,Ángel Calabria,2
12015,Juan Carlos Borteiro,1
12014,Eduardo De María,1
12018,Jorge Da Costa,0
12012,Julio César Rodríguez Duarte,0
12008,Nildo Núñez,0
12006,Ferreira,0
12009,Tenant,0
12017,Rubí Da Luz,0
12024,Jorge Leonardo García,1
12016,Gino Zanin,0
12020,Nelson Borderes,0
12021,Miguel Ibero,0
12022,José Franqui,0
12023,Carlos Jurado,0
12025,Juan Pérez,0
12026,J. De Biase,0
12027,Videla,0
12030,Jakob,0
12028,Oviedo,0
12029,Amaro,0
12031,Herrera,0
12032,I. Burgueño,0
12033,R. Matta,0
12036,Domingo Estéffani,0
12034,Brayan Josué Cortés Fernández,0
12035,Marcelino Ñamandú Arias (a prueba),0
12037,Roberto Escalante,0
12038,José Ross,0
12040,Arnoldo Labella,0
12043,Iván Morales,0
12046,Jorge Trianón,0
12047,Juan Labanca,0
12049,Oscar Murillo,0
12044,Alcides Tomás Bat,1
12041,Luis Alberto Aguerre,0
12048,Ruben Vigo,0
12045,Luis Angrissani,0
12042,Víctor Bataini,0
13045,G. Medina,0
13046,Eduardo Aguilar,0
13044,Sergio Cantellán,0
13051,Julio Moressi,0
13052,Granoche,0
13053,Abreo,0
13047,Miguel Álvez,1
13055,José Emilio Mitrovic,1
13054,Ovidio Pedernera,1
13048,Carlos Ravel,0
13049,Juan Carlos Gentini,0
13050,Luis Leandro Díaz Bidarte,0
13056,Pablo Joel Nongoy Sejas,0
13057,Roberto Giachini,0
13058,Walter Pinato,0
13059,Richard Forlán,0
13060,Hugo Silva,0
13062,Vaga,0
13061,Héctor Molina,0
14063,Raúl Curbelo,0
14065,Huelmo,0
14066,Añón,0
14062,Adhemar Beato,0
14064,Aldo Langone,0
14069,Bergamasco,0
14067,Finozzi,0
14072,Martín Garabedian,0
14068,Beltrán,0
14070,Edison Da Silva,0
14071,Mario Cor,1
14074,Jorge Cardaccio,0
14073,Jorge Martínez,0
14078,Jefferson Farías,0
14079,Joaquín Navarro,0
14075,Fernández,0
14077,Joaquín Amoedo,0
14076,Daniel Martínez,0
14084,Fredy Loustanou,0
14080,Néstor Melo Ferreira,0
14081,Yonathan Javier López Sabarros,0
14083,Jorge Restelli,0
14082,Gonzalo García,0
14086,Luquez,0
14090,Aguiar,0
14085,Oscar Rufinetti,0
14088,Edgardo Martínez,0
14095,Forlán,0
14089,Rosas,0
14087,Bongiovani,0
14091,Castro,0
14093,Claudio Lazcano,0
14094,Miguel Rodríguez,0
14092,Daniel Alzogaray,0
14096,Marcelo Barrutti (a prueba),0
15096,Adrián Romero,0
15098,Elio Rodríguez,0
15101,Pedro Ballestrino,0
15100,Víctor Rial,0
15105,Charquero,0
15095,Manuel Keosseián,0
15097,Wilson Lagos,0
15099,Daniel Sagioratto,0
15108,José Moreno,0
15109,Gustavo Cabrera,0
15113,Jorge Repetto,0
15104,Paulo Piris Santana,0
15114,Claudio Espinosa,0
15103,Seigal,0
15115,Palomeque,0
15106,Ferreira,0
15107,Luis Mesa,0
15110,Julio Abbadie,0
15111,Julio Nehúen Daguer González,0
15112,Néstor Fernández,0
15118,H. Swiden,0
15119,Roberto Daniel Pioli Hernández,0
15116,Malceñido,0
15121,Javier Delgado,0
15117,Valencia,0
15120,Leonardo Daniel Acosta (a prueba),0
15123,José Piñeiro,0
15124,Major,0
15125,José Gómez,0
15126,Rodolfo Clavijo,0
16126,César Cabrera,0
17127,Horacio Arispe,0
17126,Hebert De Britto,0
17128,Juan Azambuya,0
